canonical_form,graph_id
arredável,A308
arrefecedor,A218
arregaçado,A201
arreliento,A201
arrematador,A218
arrematante,A301
arremessado,A201
arremetedor,A218
arremetida,A234
arremetido,A201
arrendado,A201
arrendável,A308
arrenegado,A201
arrenegável,A308
arrepanhado,A201
arrependido,A201
arrepiado,A201
arrepiante,A301
arrepiável,A308
arrimado,A201
arriscado,A201S03
arrizo,A201
arrizotônico,A201
arrogante,A301
arrojado,A201
arrombado,A201
arrombador,A218
arroubado,A201
arroxeado,A201
arrozeiro,A201
arruaceiro,A201
arruador,A218
arrufado,A201
arruinado,A201
arruinador,A218
arruivado,A201
arrumadeira,A101
arrítmico,A201
arteiro,A201
artemisiáceo,A201
arterial,A308
artesanal,A308
artesiano,A201
articulado,A201
articulador,A218
articular,A303
articulatório,A201
articulável,A308
artificial,A308
artificioso,A201
artiodátilo,A201
artista,A301
artrítico,A201
artrópode,A301
artístico,A201
aruaque,A301
arvense,A301
arvorado,A201
arábico,A201
aráceo,A201
arável,A308
asado,A201
ascarídeo,A201
ascendente,A301
ascensional,A308
ascidiado,A201
ascidiforme,A301
asclepiadáceo,A201
ascomiceto,A201
ascético,A201
ascórbico,A201
asfaltável,A308
asfixiado,A201
asfixiador,A218
asfixiante,A301
asfixiável,A308
asiano,A201
asilado,A201
asinino,A201
asiático,A201
asmático,A201
asneirento,A201
asneiro,A201
asnático,A201
aspergido,A201
asperifólio,A201
aspirador,A218
aspirante,A301
aspérmico,A201
aspérulo,A201
asqueroso,A201
assado,A201
assalariado,A201
assaltado,A201
assaltador,A218
assaltante,A301
assaltável,A308
assalvado,A201
assanhadiço,A201
assanhado,A201S03
assassino,A201
assazonado,A201
assecuratório,A201
assediado,A201
assegurado,A201
assegurador,A218
assegurável,A308
assenhoreado,A201
assentado,A201
assertivo,A201
assessorial,A308
assessório,A201
assestado,A201
asseverativo,A201
asseverável,A308
assexuado,A201
assiense,A301
assifonógamo,A201
assimilador,A218
assimilativo,A201
assimilável,A308
assimétrico,A201
assinado,A201
assinalado,A201
assinalador,A218
assinalável,A308
assindético,A201
assintomático,A201
assintático,A201
assintético,A201
assintótico,A201
assinável,A308
assinérgico,A201
assinóptico,A201
assinótico,A201
assisense,A301
assistencial,A308
assistencialista,A301
assistente,A301
assistido,A201
assoalhável,A308
assoberbado,A201
assobiador,A218
associacionista,A301
associado,A201
associativo,A201
associável,A308
assolado,A201
assolador,A218
assomado,A201
assombradiço,A201
assombrado,A201
assombroso,A201
assonante,A301
assoprado,A201
assoviável,A308
assumptível,A308
assuntável,A308
assuntível,A308
assustadiço,A201
assustado,A201S03
assustador,A218
assépalo,A201
asséptico,A201
assíduo,A201
assíncrono,A201
assírio,A201
asteca,A301
astorguense,A301
astral,A308
astrofísico,A201
astrológico,A201
astronáutico,A201
astronômico,A201
astucioso,A201
asturiano,A201
astuto,A201
atacadista,A301
atacado,A201
atacante,A301
atactostélico,A201
atacável,A308
atado,A201
atalaiense,A301
ataleense,A301
atalhado,A201
atalhador,A218
atarantado,A201
atarefado,A201
atarracado,A201
ataviado,A201
ateado,A201
atemorizado,A201
atemorizador,A218
atemorizante,A301
atemporal,A308
atemático,A201
atencioso,A201
atendido,A201
atendível,A308
ateniense,A301
atentado,A201D081
atentatório,A201
atentivo,A201
atento,A201
atenuador,A218
atenuante,A301
aterrado,A201
aterrador,A218
aterrorizado,A201
aterrorizador,A218
aterrorizante,A301
aterrorizável,A308
atestado,A201
atestador,A218
atestável,A308
ateu,A211
ateísta,A301
atibaiense,A301
atido,A201
atilado,A201
atinente,A301
atingido,A201
atingível,A308
atirado,A201
atirador,A218
ativador,A218
ativista,A301
ativo,A201S03
atiçador,A218
atleticano,A201
atlântico,A201
atlético,A201
atmosférico,A201
atoalhado,A201
atochado,A201
atoladiço,A201
atolado,A201
atolador,A218
atomista,A301
atomístico,A201
atordoado,A201
atordoante,A301
atormentadiço,A201
atormentado,A201
atormentador,A218
atormentável,A308
atracado,A201
atraente,A301
atramentário,A201
atrapalhado,A201
atrapalhável,A308
atrasado,A201S03
atrativo,A201
atravancado,A201
atravancador,A218
atravessadiço,A201
atravessado,A201
atraído,A201
atreito,A201
atrelado,A201
atrevido,A201A59
atribuidor,A218
atribulado,A201
atribulativo,A201
atributivo,A201
atribuído,A201
atribuível,A308
atrioventricular,A303
atroador,A218
atroante,A301
atrofiador,A218
atrofiante,A301
atropelado,A201
atropelador,A218
atropelante,A301
atropelável,A308
atroz,A303S30
atual,A308S02
atualizador,A218
atualizável,A308
atuante,A301
atuarial,A308
atulhado,A201
atulhável,A308
atuma,A301
aturdido,A201
aturável,A308
atuável,A308
atáctico,A201
atável,A308
atávico,A201
atéia,A101
atípico,A201
atóxico,A201
atômico,A201
atônico,A201
atônito,A201
audacioso,A201
audaz,A303S30
audiogênico,A201
audiovisual,A308
auditivo,A201
auditório,A201
audível,A308
auferível,A308
augural,A308
augurável,A308
augusto,A201
aumentado,A201
aumentador,A218
aumentativo,A201
aumentável,A308
aural,A308
aureolado,A201
aureolar,A303
auricular,A303
auriculiforme,A301
auriculoventricular,A303
auriflamense,A301
aurilandense,A301
auriverde,A301
aurífero,A201
auscultador,A218
ausente,A301
auspicioso,A201
austero,A201
austral,A308
australiano,A201
austríaco,A201
autazense,A301
autenticável,A308
autista,A301
autobasídio,A201
autobiográfico,A201
autocolimador,A218
autocomiserativo,A201
autoconfiante,A301
autocontratual,A308
autocorológico,A201
autocrata,A301
autocrático,A201
autocéfalo,A201
autocórico,A201
autodidata,A301
autofinanciável,A308
autofágico,A201
autofílico,A201
autogenético,A201
autogestão,A102
autografomaníaco,A201
autografômano,A201
autográfico,A201
autogâmico,A201
autologâmico,A201
autolátrico,A201
autológamo,A201
autológico,A201
automobilístico,A201
automontado,A201
automotivo,A201
automotor,A218
automático,A201
automórfico,A201
automóvel,A308
autonomista,A301
autonômico,A201
autoplástico,A201
autopoliplóide,A301
autopropulsado,A201
autopropulsionado,A201
autopunitivo,A201
autoral,A308
autoritarista,A301
autoritário,A201
autorizado,A201
autorizador,A218
autorizável,A308
autositário,A201
autossômico,A201
autoterápico,A201
autotetraplóide,A301
autotrófico,A201
autotélico,A201
autotípico,A201
autozigótico,A201
autozincográfico,A201
autunal,A308
autárquico,A201
autêntico,A201
autóctone,A301
autófago,A201
autófono,A201
autógamo,A201
autógeno,A201
autógrafo,A201
autólatra,A301
autóptico,A201
autótrofo,A201
autônimo,A201
autônomo,A201
auxiliado,A201
auxiliador,A218
auxiliar,A303
auxotrófico,A201
avaiense,A301
avaliador,A218
avaliativo,A201
avalizado,A201
avalizável,A308
avaliável,A308
avanhandavense,A301
avantajado,A201
avançado,A201S03
avançável,A308
avareense,A301
avarento,A201
avariado,A201
avaro,A201
avascular,A303
avassalado,A201
avassalador,A218
avelanado,A201
avelhacado,A201
aventureiro,A201
aventuroso,A201
avençado,A201
averiguador,A218
averiguável,A308
avermelhado,A201
avermelhável,A308
aversivo,A201
avesso,A201
aviado,A201
aviatório,A201
aviltado,A201
aviltante,A301
avindo,A201
avinhado,A201
avisado,A201
avistável,A308
avivado,A201
avivador,A218
aviário,A201
avoado,A201
avocatório,A201
avocável,A308
avolumado,A201
avulso,A201
avultado,A201
avultante,A301
avultoso,A201
avultável,A308
avuncular,A303
avéstico,A201
avícola,A301
axial,A308
axilar,A303
axiológico,A201
axiomático,A201
axixaense,A301
axonódromo,A201
azado,A201
azafamado,A201
azarado,A201
azarento,A201
azebuado,A201
azedado,A201
azedador,A218
azedo,A201D081
azeiteiro,A201
aziago,A201
azimutal,A308
azoado,A201
azougável,A308
azucrinante,A301
azul,A308D069A33
azulado,A201D081
azurrador,A218
açaiense,A301
açamoucado,A201
açodado,A201
açoitado,A201
açoriano,A201
açoriense,A301
açucareiro,A201
açucenense,A301
açuense,A301
açulado,A201
açórico,A201
aéreo,A201
baamense,A301
babaca,A301
babado,A201D081
babaçulandense,A301
babilônico,A201
babilônio,A201
babujado,A201
babão,A220
babélico,A201
bacabalense,A301
bacalhoeiro,A201
bacana,A301S18
bacanal,A308
bacaxense,A301
bacelaense,A301
bacelarense,A301
bacharelado,A201
bacharelesco,A201
baciforme,A301
bacilar,A303
bacilariofíceo,A201
bacilariáceo,A201
baciliforme,A301
backup,A001
bacteriano,A201
bactericida,A301
bacteriofágico,A201
bacteriolítico,A201
bacteriológico,A201
bacteriostático,A201
bacterioterápico,A201
bacteróide,A301
baculífero,A201
bacuri,A301
bacântico,A201
bacífero,A201
badalador,A218
badalável,A308
badejo,A201
baderneiro,A201
badernista,A301
baependiense,A301
bafejado,A201
bafejador,A218
bagaceiro,A201
bagageiro,A201
bagual,A413
bagunceiro,A201
bagunçado,A201
bahamense,A301
baiano,A201D081
baiense,A301
bailado,A201
bailador,A218
baio,A201
baionense,A301
bairrista,A301
baita,A301
baixeiro,A201
baixista,A301
baixo,A201D081S03
baixote,A201
bajeense,A301
bajulador,A218
balanoforáceo,A201
balanopsidáceo,A201
balançado,A201
balançante,A301
balanífero,A201
balaustrado,A201
balbuciado,A201
balbuciante,A301
balcânico,A201
baldado,A201
baldinense,A301
baldio,A201
baldoso,A201
baleeiro,A201
baleárico,A201
balizense,A301
balizável,A308
balneário,A201
balneável,A308
balofo,A201
balsamense,A301
balsamináceo,A201
balseiro,A201
balsense,A301
balsâmico,A201
balzaquiano,A201
balístico,A201
bambeável,A308
bambo,A201
bamboleante,A301
bambuiense,A301
banal,A308S02
bananalense,A301
bananeirense,A301
bancário,A201
bandeado,A201
bandeirante,A301
bandeirantense,A301
bandoleiro,A201
banguela,A301
banguense,A301
banhado,A201
banido,A201
banquetense,A301
banto,A201
banzeiro,A201
banzo,A201
banível,A308
baralhador,A218
barateiro,A201
barato,A201D081
barbacenense,A301
barbado,A201D081
barbalhense,A301
barbarense,A301
barbaresco,A201
barbarizado,A201
barbeiro,A201
barbudo,A201D081
barcarenense,A301
barcelense,A301
barcelonense,A301
barcelonês,A228
baririense,A301
barocórico,A201
barométrico,A201
baronense,A301
baronial,A308
barrado,A201
barrancoso,A201
barreado,A201
barreirense,A301
barreirinhense,A301
barrense,A301
barrento,A201
barretense,A301
barrigudo,A201D081
barrinhense,A301
barroco,A201
barrosense,A301
barroso,A201
barueriense,A301
barulheira,A101
barulheiro,A001
barulhento,A201
barulhoso,A201
basal,A308
basbaque,A301
basco,A201
basculante,A301
baseado,A201
baseláceo,A201
basifixo,A201
basilar,A303
bastante,A301
bastardo,A201D081
bastense,A301
basto,A201
basáltico,A201
basífugo,A201
bataguaçuense,A301
batalhador,A218
batalhense,A301
batataiense,A301
batavo,A201
batedor,A218
batente,A301
batial,A308
batido,A201
batismal,A308
batista,A301
batizado,A201
batráquio,A201
baturiteense,A301
batuta,A301
bauruense,A301
bazófio,A201
baço,A201
beatificador,A218
beato,A201D081S03
beatífico,A201
bebedor,A218
bebedourense,A301
beberibense,A301
beberrão,A220
bebido,A201
bebível,A308
bege,A301
begoniáceo,A201
behaviorista,A301
beijador,A218
beijoqueiro,A201
beirense,A301
beirão,A236
beiçudo,A201
bejense,A301
belenense,A301
belga,A301
belicista,A301
belicoso,A201S06
beligerante,A301
belmontense,A301
belo,A201S03
belterrense,A301
bemol,A313
bendito,A201
bendizente,A301
beneditinense,A301
beneditino,A201
beneficente,A301
beneficiado,A201
beneficial,A308
beneficiário,A201
beneficiável,A308
beneleitense,A301
benemerente,A301
benemérito,A201
benevolente,A301
benfazejo,A201
benfeitor,A218
bengali,A301
bengalês,A228
benigno,A201
beninense,A301
bennettitáceo,A201
benodátilo,A201
benquerente,A301
benquisto,A201
bento,A201
bentônico,A201
benzênico,A201
benzóico,A201
benéfico,A201S14
benévolo,A201S14
bequimõense,A301
berbere,A301
berberidáceo,A201
berlinense,A301
bermudense,A301
bernardense,A301
bernardinense,A301
berne,A301
bernense,A301
bernento,A201
bernês,A228
berrador,A218
berrante,A301
bertolinense,A301
besta,A301A72
bestial,A308
bestialógico,A201
bestificado,A201
bestificante,A301
bestificável,A308
bestiário,A201
besuntado,A201
beta,A301
betinense,A301
betuláceo,A201
betuminoso,A201
bexigoso,A201
bexiguento,A201
bezerrense,A301
biaculeado,A201
biafrense,A301
bianual,A308
biatorino,A201
biaxial,A308
biaxífero,A201
bibarrense,A301
bibliográfico,A201
biblioteconômico,A201
bibliotecário,A201
biblioterapêutico,A201
bibracteado,A201
bicameral,A308
bicampeão,A224
bicapsulado,A201
bicapsular,A303
bicarenado,A201
bicelular,A303
bicentenário,A201
biceráceo,A201
bicheiro,A201
bichento,A201
bicolateral,A308
bicolor,A303
biconvexo,A201
bicorne,A301
bicudo,A201
bicuspidado,A201
bicéfalo,A201
bicípite,A301
bicôncavo,A201
bicúspide,A301
bidestilado,A201
bidimensional,A308
bidirecional,A308
bienal,A308
biestipulado,A201
biestável,A308
bifendido,A201
bifloro,A201
bifocal,A308
bifoliado,A201
biforme,A301
bifronte,A301
bifuncional,A308
bifurcável,A308
bifário,A201
bifásico,A201
bifólio,A201
big,A306
bigeminado,A201
biglanduloso,A201
bignoniáceo,A201
bigodudo,A201
bigêmeo,A201
bijetor,A218
bijugado,A201
bilabiado,A201
bilabial,A308
bilaquense,A301
bilateral,A308
bilatério,A201
biliar,A303
bilionário,A201
bilioso,A201
biliteral,A308
bilocular,A303
bilontra,A301
bilíngüe,A301
bimembre,A301
bimensal,A308
bimestral,A308
bimestre,A301
bimilenar,A303
bimilenário,A201
bimo,A201
bimotor,A218
binacional,A308
binervado,A201
binerval,A308
binocular,A303
binomial,A308
binominal,A308
binário,A201
binérveo,A201
binômio,A201
bioastronáutico,A201
bioastronômico,A201
biobibliográfico,A201
biobjetivo,A201
biocenótico,A201
bioclimatológico,A201
biocromatológico,A201
biodegradável,A308
biodinâmico,A201
bioenergético,A201
bioestatístico,A201
biofílico,A201
biofísico,A201
biofóbico,A201
biogenético,A201
biogeográfico,A201
biografado,A201
biográfico,A201
biogênico,A201
biolítico,A201
biológico,A201
biomecânico,A201
biomédico,A201
biométrico,A201
biomórfico,A201
bioquímico,A201
biorrítmico,A201
biossocial,A308
biossociológico,A201
biotipológico,A201
biotoponímico,A201
biotáctico,A201
biotático,A201
biotáxico,A201
biotômico,A201
biovulado,A201
biovular,A303
bipartidário,A201
biplânico,A201
bipolar,A303
biqueiro,A201
biquense,A301
biriba,A301
birigüiense,A301
birmane,A301
birmanês,A228
birrefringente,A301
birrento,A201
biruta,A301
bisbilhoteiro,A201
biseauté,A001
bisonho,A201
bissemanal,A308
bissetor,A218
bissexto,A201
bissexuado,A201
bissexual,A308
bissimétrico,A201
bitonal,A308
bitransitivo,A201
biturunense,A301
biuncinado,A201
biunívoco,A201
bivalente,A301
bivalve,A301
bixáceo,A201
bizantino,A201
bizarro,A201
biênico,A201
biófago,A201
biótico,A201
biônico,A201
biôntico,A201
blandicioso,A201
blandíloquo,A201S17
blasfemador,A218
blasfematório,A201
blasfemo,A201
blasonador,A218
blasonável,A308
blastocarpo,A201
blastocárpico,A201
blasé,A001
blatídeo,A201
blindado,A201
blitáceo,A201
bloqueador,A218
blumenauense,A301
boateiro,A201
bobo,A201D081A51
boboca,A301
bocainense,A301
bocaiuvense,A301
bochechudo,A201
bocó,A301
bodocoense,A301
bofetense,A301
boituvense,A301
boião,A002
boiúno,A201
bojudo,A201
bolar,A303
bolbiforme,A301
bolbilífero,A201
bolbífero,A201
bolbígero,A201
bolbóide,A301
bolchevista,A301
bolera,A101
bolha,A301
boliviano,A201D081
bolorento,A201
bolsista,A301
bom,A227D100S32A63
bombacáceo,A201
bombardeável,A308
bombicino,A201
bombástico,A201
bonacheirão,A220
bonaerense,A301
bonança,A301
bonançoso,A201
bondoso,A201
bonense,A301
bonfinense,A301
bonitense,A301
bonito,A201D081A27
boqueirense,A301
boquirroto,A201
boragináceo,A201
borbense,A301
borboremense,A301
borbulhante,A301
borbulhento,A201
borbulhoso,A201
bordado,A201
bordeleiro,A201
bordelense,A301
bordô,A306
